mission_number,set_number,species_code,id,set,species,specimen_count,unweighed_baskets,notes,created_at,parent_catch,catch_ratio,is_parent,set_id,species_id,parent_catch_id
CJC-2021-222,2,12,257,Set 2 (CJC-2021-222),White hake (12),,,,2021-08-31 19:57:20.980000+00:00,,,False,100,12,
CJC-2021-222,2,23,250,Set 2 (CJC-2021-222),Redfish unidentified (23),,,,2021-08-31 18:24:06.337000+00:00,,,False,100,23,
CJC-2021-222,2,31,253,Set 2 (CJC-2021-222),Greenland halibut (31),,,,2021-08-31 19:53:10.308000+00:00,,,False,100,31,
CJC-2021-222,2,40,273,Set 2 (CJC-2021-222),American plaice (40),,,,2021-08-31 20:59:55.526000+00:00,,,False,100,40,
CJC-2021-222,2,41,265,Set 2 (CJC-2021-222),Witch flounder (41),,,,2021-08-31 20:52:45.566000+00:00,,,False,100,41,
CJC-2021-222,2,112,276,Set 2 (CJC-2021-222),Longfin hake (112),,,,2021-08-31 21:03:01.754000+00:00,,,False,100,112,
CJC-2021-222,2,114,262,Set 2 (CJC-2021-222),Fourbeard rockling (114),,,,2021-08-31 20:11:29.682000+00:00,,,False,100,114,
CJC-2021-222,2,201,284,Set 2 (CJC-2021-222),Thorny skate (201),,,,2021-08-31 21:10:33.544000+00:00,,,False,100,201,
CJC-2021-222,2,202,274,Set 2 (CJC-2021-222),Smooth skate (202),,,,2021-08-31 21:00:15.599000+00:00,,,False,100,202,
CJC-2021-222,2,205,256,Set 2 (CJC-2021-222),Spinytail skate (205),,,,2021-08-31 19:56:44.285000+00:00,,,False,100,205,
CJC-2021-222,2,241,264,Set 2 (CJC-2021-222),Atlantic hagfish (241),,,,2021-08-31 20:52:07.445000+00:00,,,False,100,241,
CJC-2021-222,2,400,254,Set 2 (CJC-2021-222),Monkfish (400),,,,2021-08-31 19:53:38.435000+00:00,,,False,100,400,
CJC-2021-222,2,410,259,Set 2 (CJC-2021-222),Marlin-spike grenadier (410),,,,2021-08-31 20:02:21.844000+00:00,,,False,100,410,
CJC-2021-222,2,610,271,Set 2 (CJC-2021-222),Northern sand lance (610),,,,2021-08-31 20:58:45.496000+00:00,,,False,100,610,
CJC-2021-222,2,727,270,Set 2 (CJC-2021-222),White barracudina (727),,,,2021-08-31 20:58:23.580000+00:00,,,False,100,727,
CJC-2021-222,2,1224,261,Set 2 (CJC-2021-222),Eggs -Skate (1224),,,empty skate egg purse (i.e. casing),2021-08-31 20:06:31.838000+00:00,,,False,100,1224,
CJC-2021-222,2,1810,291,Set 2 (CJC-2021-222),Tunicate unidentified (1810),,,,2021-08-31 21:16:36.824000+00:00,,,False,100,1810,
CJC-2021-222,2,1823,287,Set 2 (CJC-2021-222),Sea potato (1823),,,,2021-08-31 21:13:12.233000+00:00,,,False,100,1823,
CJC-2021-222,2,2100,263,Set 2 (CJC-2021-222),Decapod unidentified (2100),,,frozen,2021-08-31 20:17:27.077000+00:00,,,False,100,2100,
CJC-2021-222,2,2523,255,Set 2 (CJC-2021-222),Northern stone crab (2523),,,,2021-08-31 19:55:21.775000+00:00,,,False,100,2523,
CJC-2021-222,2,2526,258,Set 2 (CJC-2021-222),Snow crab (2526),,,,2021-08-31 20:00:25.362000+00:00,,,False,100,2526,
CJC-2021-222,2,2980,282,Set 2 (CJC-2021-222),Isopoda unidentified (2980),,,,2021-08-31 21:09:32.150000+00:00,,,False,100,2980,
CJC-2021-222,2,3100,288,Set 2 (CJC-2021-222),Bristle worm unidentified (3100),,,,2021-08-31 21:13:39.055000+00:00,,,False,100,3100,
CJC-2021-222,2,3200,289,Set 2 (CJC-2021-222),Aphrodita hastata (3200),,,,2021-08-31 21:15:19.336000+00:00,,,False,100,3200,
CJC-2021-222,2,4511,260,Set 2 (CJC-2021-222),Northern shortfin squid (4511),,,,2021-08-31 20:02:40.275000+00:00,,,False,100,4511,
CJC-2021-222,2,4524,283,Set 2 (CJC-2021-222),North atlantic octopus (4524),,,,2021-08-31 21:10:00.995000+00:00,,,False,100,4524,
CJC-2021-222,2,6118,281,Set 2 (CJC-2021-222),Blood star unidentified (6118),,,,2021-08-31 21:08:12.161000+00:00,,,False,100,6118,
CJC-2021-222,2,6300,286,Set 2 (CJC-2021-222),Basket star unidentified (6300),,,,2021-08-31 21:11:40.070000+00:00,,,False,100,6300,
CJC-2021-222,2,8208,252,Set 2 (CJC-2021-222),Sea anemones unidentified (8208),,,,2021-08-31 19:51:01.118000+00:00,,,False,100,8208,
CJC-2021-222,2,8327,275,Set 2 (CJC-2021-222),Soft coral unidentified (8327),,,,2021-08-31 21:01:44.955000+00:00,,,False,100,8327,
CJC-2021-222,2,8328,285,Set 2 (CJC-2021-222),Anthomastus grandiflorus (8328),,,,2021-08-31 21:10:52.207000+00:00,,,False,100,8328,
CJC-2021-222,2,8351,272,Set 2 (CJC-2021-222),Stephanauge nexilis (8351),,,,2021-08-31 20:59:21.609000+00:00,,,False,100,8351,
CJC-2021-222,2,8500,266,Set 2 (CJC-2021-222),Jellyfish unidentified (8500),,,,2021-08-31 20:53:30.805000+00:00,,,False,100,8500,
CJC-2021-222,2,8614,278,Set 2 (CJC-2021-222),Iophon unidentified (8614),,,,2021-08-31 21:05:13.280000+00:00,,,False,100,8614,
CJC-2021-222,2,8642,277,Set 2 (CJC-2021-222),Weberella bursa (8642),,,,2021-08-31 21:04:25.364000+00:00,,,False,100,10022,
CJC-2021-222,2,9000,267,Set 2 (CJC-2021-222),Digested remains unidentified (9000),,,,2021-08-31 20:54:29.465000+00:00,,,False,100,9000,
CJC-2021-222,2,9001,269,Set 2 (CJC-2021-222),Fish/Invertebrates unidentified (9001),,,,2021-08-31 20:56:50.362000+00:00,,,False,100,9001,
CJC-2021-222,2,9200,251,Set 2 (CJC-2021-222),Stones/Rocks (9200),,,,2021-08-31 19:49:10.667000+00:00,,,False,100,9200,
CJC-2021-222,2,9300,279,Set 2 (CJC-2021-222),Seaweed/Algae/Kelp unidentified (9300),,,,2021-08-31 21:05:59.762000+00:00,,,False,100,9300,
CJC-2021-222,2,9500,290,Set 2 (CJC-2021-222),Mud (9500),,,,2021-08-31 21:15:55.262000+00:00,,,False,100,9500,
CJC-2021-222,5,10,294,Set 5 (CJC-2021-222),Atlantic cod (10),,,,2021-09-01 03:48:30.780000+00:00,,,False,104,10,
CJC-2021-222,5,23,293,Set 5 (CJC-2021-222),Redfish unidentified (23),,,,2021-09-01 03:48:18.915000+00:00,,,False,104,23,
CJC-2021-222,5,30,296,Set 5 (CJC-2021-222),Atlantic halibut (30),,,,2021-09-01 03:50:47.995000+00:00,,,False,104,30,
CJC-2021-222,5,40,292,Set 5 (CJC-2021-222),American plaice (40),,,,2021-09-01 03:48:06.131000+00:00,,,False,104,40,
CJC-2021-222,5,50,302,Set 5 (CJC-2021-222),Atlantic wolffish (50),,,,2021-09-01 03:58:50.627000+00:00,,,False,104,50,
CJC-2021-222,5,60,300,Set 5 (CJC-2021-222),Atlantic herring (60),,,,2021-09-01 03:54:27.288000+00:00,,,False,104,60,
CJC-2021-222,5,70,305,Set 5 (CJC-2021-222),Atlantic mackerel (70),,,,2021-09-01 04:01:23.619000+00:00,,,False,104,70,
CJC-2021-222,5,201,301,Set 5 (CJC-2021-222),Thorny skate (201),,,,2021-09-01 03:54:59.139000+00:00,,,False,104,201,
CJC-2021-222,5,301,299,Set 5 (CJC-2021-222),Shorthorn sculpin (301),,,,2021-09-01 03:53:44.323000+00:00,,,False,104,301,
CJC-2021-222,5,314,308,Set 5 (CJC-2021-222),Spatulate sculpin (314),,,,2021-09-01 04:09:50.618000+00:00,,,False,104,314,
CJC-2021-222,5,340,306,Set 5 (CJC-2021-222),Alligatorfish (340),,,,2021-09-01 04:01:54.514000+00:00,,,False,104,340,
CJC-2021-222,5,626,304,Set 5 (CJC-2021-222),Fourline snakeblenny (626),,,,2021-09-01 04:01:10.883000+00:00,,,False,104,626,
CJC-2021-222,5,880,309,Set 5 (CJC-2021-222),Atlantic hookear sculpin (880),,,,2021-09-01 04:12:13.634000+00:00,,,False,104,880,
CJC-2021-222,5,1224,323,Set 5 (CJC-2021-222),Eggs -Skate (1224),,,casings only,2021-09-01 04:25:15.673000+00:00,,,False,104,1224,
CJC-2021-222,5,1823,307,Set 5 (CJC-2021-222),Sea potato (1823),,,,2021-09-01 04:06:55.021000+00:00,,,False,104,1823,
CJC-2021-222,5,2100,313,Set 5 (CJC-2021-222),Decapod unidentified (2100),,,kept,2021-09-01 04:14:36.178000+00:00,,,False,104,2100,
CJC-2021-222,5,2526,327,Set 5 (CJC-2021-222),Snow crab (2526),,,,2021-09-01 04:28:41.289000+00:00,,,False,104,2526,
CJC-2021-222,5,2527,328,Set 5 (CJC-2021-222),Atlantic lyre crab/Greater toad crab (2527),,,,2021-09-01 04:29:32.053000+00:00,,,False,104,2527,
CJC-2021-222,5,3100,324,Set 5 (CJC-2021-222),Bristle worm unidentified (3100),,,,2021-09-01 04:25:44.487000+00:00,,,False,104,3100,
CJC-2021-222,5,4348,310,Set 5 (CJC-2021-222),Mollusc unidentified empty (4348),,,,2021-09-01 04:12:35.758000+00:00,,,False,104,4348,
CJC-2021-222,5,4511,298,Set 5 (CJC-2021-222),Northern shortfin squid (4511),,,,2021-09-01 03:52:43.294000+00:00,,,False,104,4511,
CJC-2021-222,5,5100,312,Set 5 (CJC-2021-222),Sea spider unidentified (5100),,,,2021-09-01 04:14:03.978000+00:00,,,False,104,5100,
CJC-2021-222,5,6117,297,Set 5 (CJC-2021-222),Horse star (6117),,,,2021-09-01 03:52:21.063000+00:00,,,False,104,6117,
CJC-2021-222,5,6118,322,Set 5 (CJC-2021-222),Blood star unidentified (6118),,,,2021-09-01 04:24:52.271000+00:00,,,False,104,6118,
CJC-2021-222,5,6121,320,Set 5 (CJC-2021-222),Purple sunstar (6121),,,,2021-09-01 04:20:57.825000+00:00,,,False,104,6121,
CJC-2021-222,5,6125,321,Set 5 (CJC-2021-222),Winged sea star (6125),,,Identified as Pterster pulvillus but no code.,2021-09-01 04:23:42.088000+00:00,,,False,104,6125,
CJC-2021-222,5,6200,319,Set 5 (CJC-2021-222),Brittle star unidentified (6200),,,,2021-09-01 04:20:39.172000+00:00,,,False,104,6200,
CJC-2021-222,5,6400,325,Set 5 (CJC-2021-222),Sea urchin unidentified (6400),,,,2021-09-01 04:26:53.607000+00:00,,,False,104,6400,
CJC-2021-222,5,8208,326,Set 5 (CJC-2021-222),Sea anemones unidentified (8208),,,,2021-09-01 04:27:45.238000+00:00,,,False,104,8208,
CJC-2021-222,5,8316,314,Set 5 (CJC-2021-222),Hormathia unidentified (8316),,,,2021-09-01 04:16:06.285000+00:00,,,False,104,8316,
CJC-2021-222,5,8327,311,Set 5 (CJC-2021-222),Soft coral unidentified (8327),,,,2021-09-01 04:13:37.191000+00:00,,,False,104,8327,
CJC-2021-222,5,8500,303,Set 5 (CJC-2021-222),Jellyfish unidentified (8500),,,,2021-09-01 03:59:32.454000+00:00,,,False,104,8500,
CJC-2021-222,5,8616,316,Set 5 (CJC-2021-222),Mycale (Mycale) lingua (8616),,,,2021-09-01 04:19:39.592000+00:00,,,False,104,8616,
CJC-2021-222,5,8629,317,Set 5 (CJC-2021-222),Hemigellius arcofer (8629),,,,2021-09-01 04:19:58.648000+00:00,,,False,104,10009,
CJC-2021-222,5,8642,318,Set 5 (CJC-2021-222),Weberella bursa (8642),,,,2021-09-01 04:20:20.855000+00:00,,,False,104,10022,
CJC-2021-222,5,9200,295,Set 5 (CJC-2021-222),Stones/Rocks (9200),,,,2021-09-01 03:49:09.786000+00:00,,,False,104,9200,
CJC-2021-222,5,9300,315,Set 5 (CJC-2021-222),Seaweed/Algae/Kelp unidentified (9300),,,,2021-09-01 04:16:56.107000+00:00,,,False,104,9300,
CJC-2021-222,9,10,332,Set 9 (CJC-2021-222),Atlantic cod (10),,,,2021-09-01 18:41:09.618000+00:00,,,False,109,10,
CJC-2021-222,9,23,333,Set 9 (CJC-2021-222),Redfish unidentified (23),,,,2021-09-01 18:42:18.452000+00:00,,,False,109,23,
CJC-2021-222,9,40,337,Set 9 (CJC-2021-222),American plaice (40),,,,2021-09-01 18:46:39.462000+00:00,,,False,109,40,
CJC-2021-222,9,201,334,Set 9 (CJC-2021-222),Thorny skate (201),,,,2021-09-01 18:43:15.047000+00:00,,,False,109,201,
CJC-2021-222,9,302,356,Set 9 (CJC-2021-222),Arctic staghorn sculpin (302),,,,2021-09-01 19:11:25.429000+00:00,,,False,109,302,
CJC-2021-222,9,304,355,Set 9 (CJC-2021-222),Moustache sculpin (304),,,,2021-09-01 19:09:43.781000+00:00,,,False,109,304,
CJC-2021-222,9,340,346,Set 9 (CJC-2021-222),Alligatorfish (340),,,,2021-09-01 18:58:48.236000+00:00,,,False,109,340,
CJC-2021-222,9,610,335,Set 9 (CJC-2021-222),Northern sand lance (610),,,double checked basket weight,2021-09-01 18:43:51.324000+00:00,,,False,109,610,
CJC-2021-222,9,626,345,Set 9 (CJC-2021-222),Fourline snakeblenny (626),,,,2021-09-01 18:57:57.445000+00:00,,,False,109,626,
CJC-2021-222,9,1823,341,Set 9 (CJC-2021-222),Sea potato (1823),,,,2021-09-01 18:50:00.913000+00:00,,,False,109,1823,
CJC-2021-222,9,2100,344,Set 9 (CJC-2021-222),Decapod unidentified (2100),,,,2021-09-01 18:54:22.833000+00:00,,,False,109,2100,
CJC-2021-222,9,2521,339,Set 9 (CJC-2021-222),Arctic Lyre Crab/Lesser toad crab (2521),,,,2021-09-01 18:49:20.769000+00:00,,,False,109,2521,
CJC-2021-222,9,2526,338,Set 9 (CJC-2021-222),Snow crab (2526),,,,2021-09-01 18:46:59.266000+00:00,,,False,109,2526,
CJC-2021-222,9,2527,340,Set 9 (CJC-2021-222),Atlantic lyre crab/Greater toad crab (2527),,,,2021-09-01 18:49:37.376000+00:00,,,False,109,2527,
CJC-2021-222,9,4322,342,Set 9 (CJC-2021-222),Iceland scallop (4322),,,,2021-09-01 18:50:34.229000+00:00,,,False,109,4322,
CJC-2021-222,9,4348,348,Set 9 (CJC-2021-222),Mollusc unidentified empty (4348),,,,2021-09-01 19:00:52.139000+00:00,,,False,109,4348,
CJC-2021-222,9,5100,352,Set 9 (CJC-2021-222),Sea spider unidentified (5100),,,,2021-09-01 19:05:12.240000+00:00,,,False,109,5100,
CJC-2021-222,9,6100,350,Set 9 (CJC-2021-222),Starfish unidentified (6100),,,,2021-09-01 19:03:07.190000+00:00,,,False,109,6100,
CJC-2021-222,9,6118,351,Set 9 (CJC-2021-222),Blood star unidentified (6118),,,,2021-09-01 19:04:59.023000+00:00,,,False,109,6118,
CJC-2021-222,9,6123,336,Set 9 (CJC-2021-222),Red spiny sunstar (6123),,,,2021-09-01 18:45:39.169000+00:00,,,False,109,6123,
CJC-2021-222,9,6200,353,Set 9 (CJC-2021-222),Brittle star unidentified (6200),,,,2021-09-01 19:05:25.687000+00:00,,,False,109,6200,
CJC-2021-222,9,6400,329,Set 9 (CJC-2021-222),Sea urchin unidentified (6400),,,,2021-09-01 18:38:50.435000+00:00,,,False,109,6400,
CJC-2021-222,9,8324,349,Set 9 (CJC-2021-222),Sea strawberry coral (8324),,,,2021-09-01 19:01:36.438000+00:00,,,False,109,8324,
CJC-2021-222,9,8500,331,Set 9 (CJC-2021-222),Jellyfish unidentified (8500),,,,2021-09-01 18:40:10.128000+00:00,,,False,109,8500,
CJC-2021-222,9,8600,347,Set 9 (CJC-2021-222),Sponge unidentified (8600),,,,2021-09-01 19:00:19.445000+00:00,,,False,109,8600,
CJC-2021-222,9,9200,343,Set 9 (CJC-2021-222),Stones/Rocks (9200),,,,2021-09-01 18:51:09.243000+00:00,,,False,109,9200,
CJC-2021-222,9,9300,354,Set 9 (CJC-2021-222),Seaweed/Algae/Kelp unidentified (9300),,,,2021-09-01 19:05:58.218000+00:00,,,False,109,9300,
CJC-2021-222,11,10,360,Set 11 (CJC-2021-222),Atlantic cod (10),,,,2021-09-02 03:27:14.470000+00:00,,,False,111,10,
CJC-2021-222,11,40,359,Set 11 (CJC-2021-222),American plaice (40),,,,2021-09-02 03:26:30.831000+00:00,,,False,111,40,
CJC-2021-222,11,70,365,Set 11 (CJC-2021-222),Atlantic mackerel (70),,,,2021-09-02 03:38:47.361000+00:00,,,False,111,70,
CJC-2021-222,11,301,369,Set 11 (CJC-2021-222),Shorthorn sculpin (301),,,,2021-09-02 03:52:50.099000+00:00,,,False,111,301,
CJC-2021-222,11,302,368,Set 11 (CJC-2021-222),Arctic staghorn sculpin (302),,,,2021-09-02 03:52:14.724000+00:00,,,False,111,302,
CJC-2021-222,11,304,367,Set 11 (CJC-2021-222),Moustache sculpin (304),,,,2021-09-02 03:48:05.720000+00:00,,,False,111,304,
CJC-2021-222,11,320,361,Set 11 (CJC-2021-222),Sea raven (320),,,,2021-09-02 03:35:23.992000+00:00,,,False,111,320,
CJC-2021-222,11,340,362,Set 11 (CJC-2021-222),Alligatorfish (340),,,,2021-09-02 03:37:26.916000+00:00,,,False,111,340,
CJC-2021-222,11,341,379,Set 11 (CJC-2021-222),Arctic alligatorfish (341),,,,2021-09-02 04:12:45.861000+00:00,,,False,111,341,
CJC-2021-222,11,502,363,Set 11 (CJC-2021-222),Atlantic spiny lumpsucker (502),,,,2021-09-02 03:38:19.354000+00:00,,,False,111,502,
CJC-2021-222,11,610,366,Set 11 (CJC-2021-222),Northern sand lance (610),,,,2021-09-02 03:39:03.801000+00:00,,,False,111,610,
CJC-2021-222,11,626,364,Set 11 (CJC-2021-222),Fourline snakeblenny (626),,,,2021-09-02 03:38:34.340000+00:00,,,False,111,626,
CJC-2021-222,11,1510,376,Set 11 (CJC-2021-222),Eggs - Whelk (1510),,,,2021-09-02 04:05:02.794000+00:00,,,False,111,1510,
CJC-2021-222,11,1823,400,Set 11 (CJC-2021-222),Sea potato (1823),,,,2021-09-02 04:29:52.724000+00:00,,,False,111,1823,
CJC-2021-222,11,1900,378,Set 11 (CJC-2021-222),Bryozoan unidentified (1900),,,,2021-09-02 04:07:43.788000+00:00,,,False,111,1900,
CJC-2021-222,11,1930,393,Set 11 (CJC-2021-222),Lampshell unidentified (1930),,,,2021-09-02 04:25:19.264000+00:00,,,False,111,1930,
CJC-2021-222,11,2100,372,Set 11 (CJC-2021-222),Decapod unidentified (2100),,,frozen,2021-09-02 04:00:09.514000+00:00,,,False,111,2100,
CJC-2021-222,11,2521,371,Set 11 (CJC-2021-222),Arctic Lyre Crab/Lesser toad crab (2521),,,,2021-09-02 03:59:48.200000+00:00,,,False,111,2521,
CJC-2021-222,11,2526,399,Set 11 (CJC-2021-222),Snow crab (2526),,,,2021-09-02 04:28:46.453000+00:00,,,False,111,2526,
CJC-2021-222,11,2527,402,Set 11 (CJC-2021-222),Atlantic lyre crab/Greater toad crab (2527),,,,2021-09-02 05:00:16.105000+00:00,,,False,111,2527,
CJC-2021-222,11,2800,395,Set 11 (CJC-2021-222),Amphipod unidentified (2800),,,,2021-09-02 04:27:24.860000+00:00,,,False,111,2800,
CJC-2021-222,11,2833,394,Set 11 (CJC-2021-222),Anonyx unidentified (2833),,,,2021-09-02 04:27:05.694000+00:00,,,False,111,2833,
CJC-2021-222,11,2848,396,Set 11 (CJC-2021-222),Rhachotropis aculeata (2848),,,,2021-09-02 04:27:33.440000+00:00,,,False,111,2848,
CJC-2021-222,11,3100,375,Set 11 (CJC-2021-222),Bristle worm unidentified (3100),,,,2021-09-02 04:04:38.844000+00:00,,,False,111,3100,
CJC-2021-222,11,3700,383,Set 11 (CJC-2021-222),Sipunculus unidentified (3700),,,,2021-09-02 04:16:42.318000+00:00,,,False,111,3700,
CJC-2021-222,11,4000,392,Set 11 (CJC-2021-222),Mollusc unidentified (4000),,,,2021-09-02 04:24:23.981000+00:00,,,False,111,4000,
CJC-2021-222,11,4322,374,Set 11 (CJC-2021-222),Iceland scallop (4322),,,,2021-09-02 04:01:35.579000+00:00,,,False,111,4322,
CJC-2021-222,11,4348,381,Set 11 (CJC-2021-222),Mollusc unidentified empty (4348),,,,2021-09-02 04:14:03.891000+00:00,,,False,111,4348,
CJC-2021-222,11,4400,384,Set 11 (CJC-2021-222),Sea slug unidentified (4400),,,,2021-09-02 04:17:35.363000+00:00,,,False,111,4400,
CJC-2021-222,11,4700,382,Set 11 (CJC-2021-222),Chitons unidentified (4700),,,,2021-09-02 04:15:05.978000+00:00,,,False,111,4700,
CJC-2021-222,11,5100,391,Set 11 (CJC-2021-222),Sea spider unidentified (5100),,,,2021-09-02 04:21:56.133000+00:00,,,False,111,5100,
CJC-2021-222,11,6110,389,Set 11 (CJC-2021-222),Asterias unidentified (6110),,,,2021-09-02 04:20:00.612000+00:00,,,False,111,6110,
CJC-2021-222,11,6118,388,Set 11 (CJC-2021-222),Blood star unidentified (6118),,,,2021-09-02 04:19:30.659000+00:00,,,False,111,6118,
CJC-2021-222,11,6121,386,Set 11 (CJC-2021-222),Purple sunstar (6121),,,,2021-09-02 04:18:42.053000+00:00,,,False,111,6121,
CJC-2021-222,11,6123,385,Set 11 (CJC-2021-222),Red spiny sunstar (6123),,,,2021-09-02 04:18:22.979000+00:00,,,False,111,6123,
CJC-2021-222,11,6125,390,Set 11 (CJC-2021-222),Winged sea star (6125),,,pteraster pulvillus but no code,2021-09-02 04:21:19.272000+00:00,,,False,111,6125,
CJC-2021-222,11,6200,398,Set 11 (CJC-2021-222),Brittle star unidentified (6200),,,,2021-09-02 04:28:32.500000+00:00,,,False,111,6200,
CJC-2021-222,11,6400,401,Set 11 (CJC-2021-222),Sea urchin unidentified (6400),,,,2021-09-02 04:30:05.710000+00:00,,,False,111,6400,
CJC-2021-222,11,6600,397,Set 11 (CJC-2021-222),Sea cucumber unidentified (6600),,,,2021-09-02 04:27:57.752000+00:00,,,False,111,6600,
CJC-2021-222,11,8500,373,Set 11 (CJC-2021-222),Jellyfish unidentified (8500),,,,2021-09-02 04:00:37.952000+00:00,,,False,111,8500,
CJC-2021-222,11,8600,377,Set 11 (CJC-2021-222),Sponge unidentified (8600),,,frozen,2021-09-02 04:06:14.459000+00:00,,,False,111,8600,
CJC-2021-222,11,9001,370,Set 11 (CJC-2021-222),Fish/Invertebrates unidentified (9001),,,frozen,2021-09-02 03:58:55.139000+00:00,,,False,111,9001,
CJC-2021-222,11,9200,380,Set 11 (CJC-2021-222),Stones/Rocks (9200),,,,2021-09-02 04:13:48.003000+00:00,,,False,111,9200,
CJC-2021-222,15,10,403,Set 15 (CJC-2021-222),Atlantic cod (10),,,,2021-09-02 17:14:11.144000+00:00,,,False,115,10,
CJC-2021-222,15,40,404,Set 15 (CJC-2021-222),American plaice (40),,,,2021-09-02 17:14:25.490000+00:00,,,False,115,40,
CJC-2021-222,15,301,418,Set 15 (CJC-2021-222),Shorthorn sculpin (301),,,unsampled is one fish sliced in half by hopper door,2021-09-02 17:35:53.118000+00:00,,,False,115,301,
CJC-2021-222,15,304,416,Set 15 (CJC-2021-222),Moustache sculpin (304),,,,2021-09-02 17:30:52.853000+00:00,,,False,115,304,
CJC-2021-222,15,340,417,Set 15 (CJC-2021-222),Alligatorfish (340),,,,2021-09-02 17:31:13.686000+00:00,,,False,115,340,
CJC-2021-222,15,610,414,Set 15 (CJC-2021-222),Northern sand lance (610),,,,2021-09-02 17:28:53.844000+00:00,,,False,115,610,
CJC-2021-222,15,626,413,Set 15 (CJC-2021-222),Fourline snakeblenny (626),,,,2021-09-02 17:28:40.864000+00:00,,,False,115,626,
CJC-2021-222,15,1823,412,Set 15 (CJC-2021-222),Sea potato (1823),,,,2021-09-02 17:27:53.473000+00:00,,,False,115,1823,
CJC-2021-222,15,1900,420,Set 15 (CJC-2021-222),Bryozoan unidentified (1900),,,,2021-09-02 17:37:07.372000+00:00,,,False,115,1900,
CJC-2021-222,15,2100,424,Set 15 (CJC-2021-222),Decapod unidentified (2100),,,,2021-09-02 17:41:32.324000+00:00,,,False,115,2100,
CJC-2021-222,15,2521,415,Set 15 (CJC-2021-222),Arctic Lyre Crab/Lesser toad crab (2521),,,,2021-09-02 17:30:02.607000+00:00,,,False,115,2521,
CJC-2021-222,15,2526,408,Set 15 (CJC-2021-222),Snow crab (2526),,,,2021-09-02 17:25:50.987000+00:00,,,False,115,2526,
CJC-2021-222,15,2527,410,Set 15 (CJC-2021-222),Atlantic lyre crab/Greater toad crab (2527),,,,2021-09-02 17:26:50.997000+00:00,,,False,115,2527,
CJC-2021-222,15,4348,409,Set 15 (CJC-2021-222),Mollusc unidentified empty (4348),,,,2021-09-02 17:26:13.936000+00:00,,,False,115,4348,
CJC-2021-222,15,6113,423,Set 15 (CJC-2021-222),Polar six-rayed star (6113),,,,2021-09-02 17:41:00.049000+00:00,,,False,115,6113,
CJC-2021-222,15,6123,411,Set 15 (CJC-2021-222),Red spiny sunstar (6123),,,,2021-09-02 17:27:20.334000+00:00,,,False,115,6123,
CJC-2021-222,15,6300,406,Set 15 (CJC-2021-222),Basket star unidentified (6300),,,,2021-09-02 17:24:50.173000+00:00,,,False,115,6300,
CJC-2021-222,15,6400,405,Set 15 (CJC-2021-222),Sea urchin unidentified (6400),,,,2021-09-02 17:24:06.250000+00:00,,,False,115,6400,
CJC-2021-222,15,6500,422,Set 15 (CJC-2021-222),Sand dollar unidentified (6500),,,,2021-09-02 17:40:19.172000+00:00,,,False,115,6500,
CJC-2021-222,15,6600,421,Set 15 (CJC-2021-222),Sea cucumber unidentified (6600),,,,2021-09-02 17:39:24.063000+00:00,,,False,115,6600,
CJC-2021-222,15,8500,425,Set 15 (CJC-2021-222),Jellyfish unidentified (8500),,,,2021-09-02 17:42:00.117000+00:00,,,False,115,8500,
CJC-2021-222,15,9200,419,Set 15 (CJC-2021-222),Stones/Rocks (9200),,,,2021-09-02 17:36:05.621000+00:00,,,False,115,9200,
CJC-2021-222,15,9300,407,Set 15 (CJC-2021-222),Seaweed/Algae/Kelp unidentified (9300),,,,2021-09-02 17:25:22.609000+00:00,,,False,115,9300,
CJC-2021-222,16,10,426,Set 16 (CJC-2021-222),Atlantic cod (10),,,,2021-09-02 20:06:24.693000+00:00,,,False,116,10,
CJC-2021-222,16,40,429,Set 16 (CJC-2021-222),American plaice (40),,,,2021-09-02 20:11:43.039000+00:00,,,False,116,40,
CJC-2021-222,16,64,430,Set 16 (CJC-2021-222),Capelin (64),,,,2021-09-02 20:12:58.374000+00:00,,,False,116,64,
CJC-2021-222,16,301,434,Set 16 (CJC-2021-222),Shorthorn sculpin (301),,,,2021-09-02 21:09:42.339000+00:00,,,False,116,301,
CJC-2021-222,16,302,435,Set 16 (CJC-2021-222),Arctic staghorn sculpin (302),,,,2021-09-02 21:10:22.104000+00:00,,,False,116,302,
CJC-2021-222,16,304,436,Set 16 (CJC-2021-222),Moustache sculpin (304),,,,2021-09-02 21:11:02.373000+00:00,,,False,116,304,
CJC-2021-222,16,340,437,Set 16 (CJC-2021-222),Alligatorfish (340),,,,2021-09-02 21:11:22.667000+00:00,,,False,116,340,
CJC-2021-222,16,620,433,Set 16 (CJC-2021-222),Laval's eelpout (620),,,,2021-09-02 21:09:01.015000+00:00,,,False,116,620,
CJC-2021-222,16,2100,431,Set 16 (CJC-2021-222),Decapod unidentified (2100),,,,2021-09-02 20:15:45.240000+00:00,,,False,116,2100,
CJC-2021-222,16,2526,428,Set 16 (CJC-2021-222),Snow crab (2526),,,,2021-09-02 20:11:26.305000+00:00,,,False,116,2526,
CJC-2021-222,16,4348,439,Set 16 (CJC-2021-222),Mollusc unidentified empty (4348),,,,2021-09-02 21:12:19.737000+00:00,,,False,116,4348,
CJC-2021-222,16,6113,442,Set 16 (CJC-2021-222),Polar six-rayed star (6113),,,,2021-09-02 21:13:50.832000+00:00,,,False,116,6113,
