mission_number,set_number,species_code,id,catch,size_class,basket_wt_kg,sampled,creation_date,last_modified_date,catch_id
CJC-2021-222,2,12,248,White hake (12) from Set 2 (CJC-2021-222),1,19.29,True,2021-08-31 19:57:24.353000+00:00,2021-08-31 21:12:48.466000+00:00,257
CJC-2021-222,2,23,230,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,6.419999999999998,True,2021-08-31 18:26:54.680000+00:00,2021-08-31 20:13:56.011000+00:00,250
CJC-2021-222,2,23,231,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,40.42,True,2021-08-31 18:42:48.778000+00:00,2021-08-31 18:42:48.778000+00:00,250
CJC-2021-222,2,23,229,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,174.0,False,2021-08-31 18:24:14.401000+00:00,2021-08-31 18:24:14.401000+00:00,250
CJC-2021-222,2,23,232,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,172.0,False,2021-08-31 18:43:30.426000+00:00,2021-08-31 18:43:30.426000+00:00,250
CJC-2021-222,2,23,233,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,264.0,False,2021-08-31 19:14:23.265000+00:00,2021-08-31 19:14:23.265000+00:00,250
CJC-2021-222,2,23,234,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,19.0,False,2021-08-31 19:25:54.901000+00:00,2021-08-31 19:25:54.901000+00:00,250
CJC-2021-222,2,23,235,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,32.48,False,2021-08-31 19:42:31.804000+00:00,2021-08-31 19:42:31.804000+00:00,250
CJC-2021-222,2,23,236,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,35.8,False,2021-08-31 19:43:24.562000+00:00,2021-08-31 19:43:24.562000+00:00,250
CJC-2021-222,2,23,237,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,13.74,False,2021-08-31 19:45:18.418000+00:00,2021-08-31 19:45:18.418000+00:00,250
CJC-2021-222,2,23,238,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,15.0,False,2021-08-31 19:45:57.737000+00:00,2021-08-31 19:45:57.737000+00:00,250
CJC-2021-222,2,23,239,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,29.94,False,2021-08-31 19:46:42.947000+00:00,2021-08-31 19:46:42.948000+00:00,250
CJC-2021-222,2,23,240,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,35.82,False,2021-08-31 19:46:56.834000+00:00,2021-08-31 19:46:56.834000+00:00,250
CJC-2021-222,2,23,241,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,35.88,False,2021-08-31 19:48:08.249000+00:00,2021-08-31 19:48:08.249000+00:00,250
CJC-2021-222,2,23,254,Redfish unidentified (23) from Set 2 (CJC-2021-222),1,25.88,False,2021-08-31 20:13:56.017000+00:00,2021-08-31 20:13:56.017000+00:00,250
CJC-2021-222,2,31,244,Greenland halibut (31) from Set 2 (CJC-2021-222),1,1.0,True,2021-08-31 19:53:14.641000+00:00,2021-08-31 19:53:14.641000+00:00,253
CJC-2021-222,2,40,264,American plaice (40) from Set 2 (CJC-2021-222),1,0.111,True,2021-08-31 21:00:02.961000+00:00,2021-08-31 21:00:02.961000+00:00,273
CJC-2021-222,2,41,257,Witch flounder (41) from Set 2 (CJC-2021-222),1,2.127,True,2021-08-31 20:52:49.666000+00:00,2021-08-31 20:52:49.666000+00:00,265
CJC-2021-222,2,112,267,Longfin hake (112) from Set 2 (CJC-2021-222),1,0.118,True,2021-08-31 21:03:05.937000+00:00,2021-08-31 21:03:05.937000+00:00,276
CJC-2021-222,2,112,279,Longfin hake (112) from Set 2 (CJC-2021-222),1,0.69,True,2021-08-31 21:12:48.475000+00:00,2021-08-31 21:12:48.475000+00:00,276
CJC-2021-222,2,114,253,Fourbeard rockling (114) from Set 2 (CJC-2021-222),1,0.034,True,2021-08-31 20:11:42.854000+00:00,2021-08-31 20:11:42.854000+00:00,262
CJC-2021-222,2,201,276,Thorny skate (201) from Set 2 (CJC-2021-222),1,0.004,True,2021-08-31 21:10:38.917000+00:00,2021-08-31 21:29:06.424000+00:00,284
CJC-2021-222,2,202,265,Smooth skate (202) from Set 2 (CJC-2021-222),1,1.473,True,2021-08-31 21:00:38.566000+00:00,2021-08-31 21:00:38.566000+00:00,274
CJC-2021-222,2,205,247,Spinytail skate (205) from Set 2 (CJC-2021-222),1,10.4,True,2021-08-31 19:56:57.546000+00:00,2021-08-31 19:56:57.546000+00:00,256
CJC-2021-222,2,241,256,Atlantic hagfish (241) from Set 2 (CJC-2021-222),1,1.161,True,2021-08-31 20:52:12.980000+00:00,2021-08-31 20:52:12.981000+00:00,264
CJC-2021-222,2,400,245,Monkfish (400) from Set 2 (CJC-2021-222),1,3.74,True,2021-08-31 19:53:55.552000+00:00,2021-08-31 19:53:55.552000+00:00,254
CJC-2021-222,2,410,250,Marlin-spike grenadier (410) from Set 2 (CJC-2021-222),1,1.897,True,2021-08-31 20:02:33.073000+00:00,2021-08-31 21:34:35.835000+00:00,259
CJC-2021-222,2,410,285,Marlin-spike grenadier (410) from Set 2 (CJC-2021-222),1,0.068,False,2021-08-31 21:34:35.842000+00:00,2021-08-31 21:34:35.842000+00:00,259
CJC-2021-222,2,610,262,Northern sand lance (610) from Set 2 (CJC-2021-222),1,0.002,True,2021-08-31 20:58:49.913000+00:00,2021-08-31 20:58:49.913000+00:00,271
CJC-2021-222,2,727,261,White barracudina (727) from Set 2 (CJC-2021-222),1,0.031,True,2021-08-31 20:58:27.273000+00:00,2021-08-31 20:58:27.273000+00:00,270
CJC-2021-222,2,1224,252,Eggs -Skate (1224) from Set 2 (CJC-2021-222),1,0.004,False,2021-08-31 20:06:55.326000+00:00,2021-08-31 20:06:55.326000+00:00,261
CJC-2021-222,2,1810,284,Tunicate unidentified (1810) from Set 2 (CJC-2021-222),1,0.002,False,2021-08-31 21:16:50.498000+00:00,2021-08-31 21:16:50.498000+00:00,291
CJC-2021-222,2,1823,280,Sea potato (1823) from Set 2 (CJC-2021-222),1,0.004,False,2021-08-31 21:13:16.733000+00:00,2021-08-31 21:13:16.733000+00:00,287
CJC-2021-222,2,2100,255,Decapod unidentified (2100) from Set 2 (CJC-2021-222),1,1.172,False,2021-08-31 20:18:53.141000+00:00,2021-08-31 20:18:53.141000+00:00,263
CJC-2021-222,2,2523,246,Northern stone crab (2523) from Set 2 (CJC-2021-222),1,4.06,True,2021-08-31 19:55:41.817000+00:00,2021-08-31 19:55:41.817000+00:00,255
CJC-2021-222,2,2526,249,Snow crab (2526) from Set 2 (CJC-2021-222),1,0.0168,True,2021-08-31 20:01:37.281000+00:00,2021-08-31 20:01:37.281000+00:00,258
CJC-2021-222,2,2980,274,Isopoda unidentified (2980) from Set 2 (CJC-2021-222),1,0.004,False,2021-08-31 21:09:34.734000+00:00,2021-08-31 21:09:34.734000+00:00,282
CJC-2021-222,2,3100,281,Bristle worm unidentified (3100) from Set 2 (CJC-2021-222),1,0.002,False,2021-08-31 21:13:54.214000+00:00,2021-08-31 21:13:54.214000+00:00,288
CJC-2021-222,2,3200,282,Aphrodita hastata (3200) from Set 2 (CJC-2021-222),1,0.001,False,2021-08-31 21:15:36.302000+00:00,2021-08-31 21:15:36.302000+00:00,289
CJC-2021-222,2,4511,251,Northern shortfin squid (4511) from Set 2 (CJC-2021-222),1,1.373,True,2021-08-31 20:02:49.753000+00:00,2021-08-31 20:02:49.753000+00:00,260
CJC-2021-222,2,4524,275,North atlantic octopus (4524) from Set 2 (CJC-2021-222),1,0.027,True,2021-08-31 21:10:09.950000+00:00,2021-08-31 21:10:09.950000+00:00,283
CJC-2021-222,2,6118,271,Blood star unidentified (6118) from Set 2 (CJC-2021-222),1,0.024,False,2021-08-31 21:08:17.153000+00:00,2021-08-31 21:08:17.153000+00:00,281
CJC-2021-222,2,6300,278,Basket star unidentified (6300) from Set 2 (CJC-2021-222),1,0.005,False,2021-08-31 21:11:46.719000+00:00,2021-08-31 21:11:46.719000+00:00,286
CJC-2021-222,2,8208,243,Sea anemones unidentified (8208) from Set 2 (CJC-2021-222),1,9.06,False,2021-08-31 19:51:08.458000+00:00,2021-08-31 19:51:08.458000+00:00,252
CJC-2021-222,2,8327,266,Soft coral unidentified (8327) from Set 2 (CJC-2021-222),1,0.267,False,2021-08-31 21:01:52.059000+00:00,2021-08-31 21:01:52.059000+00:00,275
CJC-2021-222,2,8328,277,Anthomastus grandiflorus (8328) from Set 2 (CJC-2021-222),1,0.003,False,2021-08-31 21:10:57.942000+00:00,2021-08-31 21:10:57.942000+00:00,285
CJC-2021-222,2,8351,263,Stephanauge nexilis (8351) from Set 2 (CJC-2021-222),1,0.033,False,2021-08-31 20:59:34.785000+00:00,2021-08-31 20:59:34.785000+00:00,272
CJC-2021-222,2,8500,258,Jellyfish unidentified (8500) from Set 2 (CJC-2021-222),1,4.522,False,2021-08-31 20:53:47.921000+00:00,2021-08-31 20:53:47.921000+00:00,266
CJC-2021-222,2,8614,269,Iophon unidentified (8614) from Set 2 (CJC-2021-222),1,0.266,False,2021-08-31 21:05:15.881000+00:00,2021-08-31 21:05:15.881000+00:00,278
CJC-2021-222,2,8642,268,Weberella bursa (8642) from Set 2 (CJC-2021-222),1,0.066,False,2021-08-31 21:04:34.449000+00:00,2021-08-31 21:04:34.449000+00:00,277
CJC-2021-222,2,9000,259,Digested remains unidentified (9000) from Set 2 (CJC-2021-222),1,0.2,False,2021-08-31 20:54:43.210000+00:00,2021-08-31 20:54:43.210000+00:00,267
CJC-2021-222,2,9001,260,Fish/Invertebrates unidentified (9001) from Set 2 (CJC-2021-222),1,0.339,False,2021-08-31 20:56:55.377000+00:00,2021-08-31 20:56:55.378000+00:00,269
CJC-2021-222,2,9200,242,Stones/Rocks (9200) from Set 2 (CJC-2021-222),1,50.38,False,2021-08-31 19:49:20.585000+00:00,2021-08-31 19:49:20.585000+00:00,251
CJC-2021-222,2,9300,270,Seaweed/Algae/Kelp unidentified (9300) from Set 2 (CJC-2021-222),1,0.09,False,2021-08-31 21:06:05.021000+00:00,2021-08-31 21:06:05.022000+00:00,279
CJC-2021-222,2,9500,283,Mud (9500) from Set 2 (CJC-2021-222),1,0.009,False,2021-08-31 21:16:01.933000+00:00,2021-08-31 21:16:01.933000+00:00,290
CJC-2021-222,5,10,288,Atlantic cod (10) from Set 5 (CJC-2021-222),1,23.3095,True,2021-09-01 03:48:38.337000+00:00,2021-09-01 04:26:16.911000+00:00,294
CJC-2021-222,5,10,320,Atlantic cod (10) from Set 5 (CJC-2021-222),1,1.676,False,2021-09-01 04:24:10.422000+00:00,2021-09-01 04:24:10.422000+00:00,294
CJC-2021-222,5,23,287,Redfish unidentified (23) from Set 5 (CJC-2021-222),1,15.1,True,2021-09-01 03:48:22.508000+00:00,2021-09-01 03:48:22.508000+00:00,293
CJC-2021-222,5,23,323,Redfish unidentified (23) from Set 5 (CJC-2021-222),1,0.0145,True,2021-09-01 04:25:27.091000+00:00,2021-09-01 04:46:03.400000+00:00,293
CJC-2021-222,5,30,290,Atlantic halibut (30) from Set 5 (CJC-2021-222),1,0.481,True,2021-09-01 03:51:05.449000+00:00,2021-09-01 03:51:05.449000+00:00,296
CJC-2021-222,5,30,301,Atlantic halibut (30) from Set 5 (CJC-2021-222),1,0.44,True,2021-09-01 04:05:39.223000+00:00,2021-09-01 04:05:39.223000+00:00,296
CJC-2021-222,5,40,286,American plaice (40) from Set 5 (CJC-2021-222),1,5.18,True,2021-09-01 03:48:09.802000+00:00,2021-09-01 04:05:39.216000+00:00,292
CJC-2021-222,5,50,296,Atlantic wolffish (50) from Set 5 (CJC-2021-222),1,1.272,True,2021-09-01 03:58:55.600000+00:00,2021-09-01 03:58:55.600000+00:00,302
CJC-2021-222,5,50,325,Atlantic wolffish (50) from Set 5 (CJC-2021-222),1,0.38,True,2021-09-01 04:26:16.919000+00:00,2021-09-01 04:26:16.919000+00:00,302
CJC-2021-222,5,60,294,Atlantic herring (60) from Set 5 (CJC-2021-222),1,0.161,True,2021-09-01 03:54:31.083000+00:00,2021-09-01 03:54:31.083000+00:00,300
CJC-2021-222,5,70,299,Atlantic mackerel (70) from Set 5 (CJC-2021-222),1,0.224,True,2021-09-01 04:01:29.407000+00:00,2021-09-01 04:01:29.407000+00:00,305
CJC-2021-222,5,201,295,Thorny skate (201) from Set 5 (CJC-2021-222),1,0.561,True,2021-09-01 03:55:03.258000+00:00,2021-09-01 03:55:03.258000+00:00,301
CJC-2021-222,5,301,293,Shorthorn sculpin (301) from Set 5 (CJC-2021-222),1,0.532,True,2021-09-01 03:53:50.121000+00:00,2021-09-01 03:53:50.121000+00:00,299
CJC-2021-222,5,314,303,Spatulate sculpin (314) from Set 5 (CJC-2021-222),1,0.0435,True,2021-09-01 04:09:57.422000+00:00,2021-09-01 04:09:57.422000+00:00,308
CJC-2021-222,5,340,300,Alligatorfish (340) from Set 5 (CJC-2021-222),1,0.018,True,2021-09-01 04:02:19.180000+00:00,2021-09-01 04:02:19.180000+00:00,306
CJC-2021-222,5,626,298,Fourline snakeblenny (626) from Set 5 (CJC-2021-222),1,0.346,True,2021-09-01 04:01:15.239000+00:00,2021-09-01 04:01:15.239000+00:00,304
CJC-2021-222,5,880,307,Atlantic hookear sculpin (880) from Set 5 (CJC-2021-222),1,0.009,True,2021-09-01 04:12:17.774000+00:00,2021-09-01 04:12:17.774000+00:00,309
CJC-2021-222,5,1224,322,Eggs -Skate (1224) from Set 5 (CJC-2021-222),1,0.004,False,2021-09-01 04:25:18.813000+00:00,2021-09-01 04:25:18.813000+00:00,323
CJC-2021-222,5,1823,302,Sea potato (1823) from Set 5 (CJC-2021-222),1,0.326,False,2021-09-01 04:06:58.513000+00:00,2021-09-01 04:06:58.513000+00:00,307
CJC-2021-222,5,2100,311,Decapod unidentified (2100) from Set 5 (CJC-2021-222),1,0.392,False,2021-09-01 04:14:40.319000+00:00,2021-09-01 04:14:40.319000+00:00,313
CJC-2021-222,5,2526,328,Snow crab (2526) from Set 5 (CJC-2021-222),1,0.00068,True,2021-09-01 04:29:10.899000+00:00,2021-09-01 04:29:10.899000+00:00,327
CJC-2021-222,5,2527,329,Atlantic lyre crab/Greater toad crab (2527) from Set 5 (CJC-2021-222),1,0.00042,True,2021-09-01 04:29:38.933000+00:00,2021-09-01 04:29:38.933000+00:00,328
CJC-2021-222,5,3100,324,Bristle worm unidentified (3100) from Set 5 (CJC-2021-222),1,0.0005,False,2021-09-01 04:26:03.227000+00:00,2021-09-01 04:26:03.227000+00:00,324
CJC-2021-222,5,4348,308,Mollusc unidentified empty (4348) from Set 5 (CJC-2021-222),1,0.0155,False,2021-09-01 04:12:39.702000+00:00,2021-09-01 04:12:39.702000+00:00,310
CJC-2021-222,5,4511,292,Northern shortfin squid (4511) from Set 5 (CJC-2021-222),1,0.259,True,2021-09-01 03:52:46.784000+00:00,2021-09-01 03:52:46.784000+00:00,298
CJC-2021-222,5,5100,310,Sea spider unidentified (5100) from Set 5 (CJC-2021-222),1,0.003,False,2021-09-01 04:14:06.654000+00:00,2021-09-01 04:14:06.654000+00:00,312
CJC-2021-222,5,6117,291,Horse star (6117) from Set 5 (CJC-2021-222),1,0.162,False,2021-09-01 03:52:25.694000+00:00,2021-09-01 03:52:25.695000+00:00,297
CJC-2021-222,5,6118,321,Blood star unidentified (6118) from Set 5 (CJC-2021-222),1,0.005,False,2021-09-01 04:24:56.946000+00:00,2021-09-01 04:24:56.946000+00:00,322
CJC-2021-222,5,6121,318,Purple sunstar (6121) from Set 5 (CJC-2021-222),1,0.001,False,2021-09-01 04:21:02.538000+00:00,2021-09-01 04:21:02.538000+00:00,320
CJC-2021-222,5,6125,319,Winged sea star (6125) from Set 5 (CJC-2021-222),1,0.0155,False,2021-09-01 04:23:50.105000+00:00,2021-09-01 04:23:50.105000+00:00,321
CJC-2021-222,5,6200,317,Brittle star unidentified (6200) from Set 5 (CJC-2021-222),1,0.0025,False,2021-09-01 04:20:45.447000+00:00,2021-09-01 04:20:45.447000+00:00,319
CJC-2021-222,5,6400,326,Sea urchin unidentified (6400) from Set 5 (CJC-2021-222),1,0.0005,False,2021-09-01 04:27:22.346000+00:00,2021-09-01 04:27:22.346000+00:00,325
CJC-2021-222,5,8208,327,Sea anemones unidentified (8208) from Set 5 (CJC-2021-222),1,0.155,False,2021-09-01 04:28:07.425000+00:00,2021-09-01 04:28:07.425000+00:00,326
CJC-2021-222,5,8316,312,Hormathia unidentified (8316) from Set 5 (CJC-2021-222),1,0.09,False,2021-09-01 04:16:22.328000+00:00,2021-09-01 04:16:22.328000+00:00,314
CJC-2021-222,5,8327,309,Soft coral unidentified (8327) from Set 5 (CJC-2021-222),1,0.028,False,2021-09-01 04:13:40.383000+00:00,2021-09-01 04:13:40.383000+00:00,311
CJC-2021-222,5,8500,297,Jellyfish unidentified (8500) from Set 5 (CJC-2021-222),1,1.926,False,2021-09-01 03:59:36.241000+00:00,2021-09-01 03:59:36.241000+00:00,303
CJC-2021-222,5,8616,314,Mycale (Mycale) lingua (8616) from Set 5 (CJC-2021-222),1,0.428,False,2021-09-01 04:19:43.870000+00:00,2021-09-01 04:19:43.870000+00:00,316
CJC-2021-222,5,8629,315,Hemigellius arcofer (8629) from Set 5 (CJC-2021-222),1,0.196,False,2021-09-01 04:20:03.338000+00:00,2021-09-01 04:20:03.338000+00:00,317
CJC-2021-222,5,8642,316,Weberella bursa (8642) from Set 5 (CJC-2021-222),1,0.009,False,2021-09-01 04:20:26.304000+00:00,2021-09-01 04:20:26.304000+00:00,318
CJC-2021-222,5,9200,289,Stones/Rocks (9200) from Set 5 (CJC-2021-222),1,12.58,False,2021-09-01 03:49:50.445000+00:00,2021-09-01 03:49:50.445000+00:00,295
CJC-2021-222,5,9300,313,Seaweed/Algae/Kelp unidentified (9300) from Set 5 (CJC-2021-222),1,0.0115,False,2021-09-01 04:17:09.245000+00:00,2021-09-01 04:17:09.245000+00:00,315
CJC-2021-222,9,10,332,Atlantic cod (10) from Set 9 (CJC-2021-222),1,1.794,True,2021-09-01 18:41:16.853000+00:00,2021-09-01 18:41:16.853000+00:00,332
CJC-2021-222,9,23,333,Redfish unidentified (23) from Set 9 (CJC-2021-222),1,0.5335,True,2021-09-01 18:42:22.318000+00:00,2021-09-01 18:42:22.318000+00:00,333
CJC-2021-222,9,40,338,American plaice (40) from Set 9 (CJC-2021-222),1,1.749,True,2021-09-01 18:46:43.666000+00:00,2021-09-01 18:46:43.666000+00:00,337
CJC-2021-222,9,201,335,Thorny skate (201) from Set 9 (CJC-2021-222),1,0.1365,True,2021-09-01 18:43:20.539000+00:00,2021-09-01 18:43:20.539000+00:00,334
CJC-2021-222,9,302,358,Arctic staghorn sculpin (302) from Set 9 (CJC-2021-222),1,0.1915,True,2021-09-01 19:11:30.653000+00:00,2021-09-01 19:11:30.653000+00:00,356
CJC-2021-222,9,304,357,Moustache sculpin (304) from Set 9 (CJC-2021-222),1,0.0235,True,2021-09-01 19:09:47.181000+00:00,2021-09-01 19:09:47.181000+00:00,355
CJC-2021-222,9,340,361,Alligatorfish (340) from Set 9 (CJC-2021-222),1,0.023,True,2021-09-01 19:20:39.013000+00:00,2021-09-01 19:21:53.778000+00:00,346
CJC-2021-222,9,610,360,Northern sand lance (610) from Set 9 (CJC-2021-222),1,0.054,True,2021-09-01 19:19:23.077000+00:00,2021-09-01 19:19:23.077000+00:00,335
CJC-2021-222,9,626,346,Fourline snakeblenny (626) from Set 9 (CJC-2021-222),1,0.054,True,2021-09-01 18:58:03.789000+00:00,2021-09-01 18:58:03.789000+00:00,345
CJC-2021-222,9,1823,342,Sea potato (1823) from Set 9 (CJC-2021-222),1,1.565,False,2021-09-01 18:50:04.009000+00:00,2021-09-01 18:50:04.009000+00:00,341
CJC-2021-222,9,2100,345,Decapod unidentified (2100) from Set 9 (CJC-2021-222),1,0.201,False,2021-09-01 18:54:25.183000+00:00,2021-09-01 18:54:25.183000+00:00,344
CJC-2021-222,9,2521,340,Arctic Lyre Crab/Lesser toad crab (2521) from Set 9 (CJC-2021-222),1,0.149,True,2021-09-01 18:49:24.225000+00:00,2021-09-01 18:49:24.225000+00:00,339
CJC-2021-222,9,2526,339,Snow crab (2526) from Set 9 (CJC-2021-222),1,0.922,True,2021-09-01 18:47:02.346000+00:00,2021-09-01 18:47:02.346000+00:00,338
CJC-2021-222,9,2527,341,Atlantic lyre crab/Greater toad crab (2527) from Set 9 (CJC-2021-222),1,0.00142,True,2021-09-01 18:49:47.989000+00:00,2021-09-01 18:49:47.989000+00:00,340
CJC-2021-222,9,2527,352,Atlantic lyre crab/Greater toad crab (2527) from Set 9 (CJC-2021-222),1,0.001,True,2021-09-01 19:04:15.206000+00:00,2021-09-01 19:04:15.206000+00:00,340
CJC-2021-222,9,4322,343,Iceland scallop (4322) from Set 9 (CJC-2021-222),1,0.218,True,2021-09-01 18:50:37.189000+00:00,2021-09-01 18:50:37.189000+00:00,342
CJC-2021-222,9,4348,349,Mollusc unidentified empty (4348) from Set 9 (CJC-2021-222),1,0.0155,False,2021-09-01 19:00:56.066000+00:00,2021-09-01 19:00:56.066000+00:00,348
CJC-2021-222,9,5100,354,Sea spider unidentified (5100) from Set 9 (CJC-2021-222),1,0.001,False,2021-09-01 19:05:16.388000+00:00,2021-09-01 19:05:16.388000+00:00,352
CJC-2021-222,9,6100,351,Starfish unidentified (6100) from Set 9 (CJC-2021-222),1,0.0015,False,2021-09-01 19:03:10.973000+00:00,2021-09-01 19:03:10.973000+00:00,350
CJC-2021-222,9,6118,353,Blood star unidentified (6118) from Set 9 (CJC-2021-222),1,0.0025,False,2021-09-01 19:05:02.289000+00:00,2021-09-01 19:05:02.289000+00:00,351
CJC-2021-222,9,6123,337,Red spiny sunstar (6123) from Set 9 (CJC-2021-222),1,0.164,False,2021-09-01 18:45:43.803000+00:00,2021-09-01 18:45:43.803000+00:00,336
CJC-2021-222,9,6200,355,Brittle star unidentified (6200) from Set 9 (CJC-2021-222),1,0.0135,False,2021-09-01 19:05:31.917000+00:00,2021-09-01 19:05:31.917000+00:00,353
CJC-2021-222,9,6400,330,Sea urchin unidentified (6400) from Set 9 (CJC-2021-222),1,1.89,False,2021-09-01 18:39:14.246000+00:00,2021-09-01 18:39:14.246000+00:00,329
CJC-2021-222,9,8324,350,Sea strawberry coral (8324) from Set 9 (CJC-2021-222),1,0.0035,False,2021-09-01 19:01:40.261000+00:00,2021-09-01 19:01:40.261000+00:00,349
CJC-2021-222,9,8500,331,Jellyfish unidentified (8500) from Set 9 (CJC-2021-222),1,3.07,False,2021-09-01 18:40:13.011000+00:00,2021-09-01 18:40:13.011000+00:00,331
CJC-2021-222,9,8600,348,Sponge unidentified (8600) from Set 9 (CJC-2021-222),1,0.0275,False,2021-09-01 19:00:24.126000+00:00,2021-09-01 19:00:24.126000+00:00,347
CJC-2021-222,9,9200,344,Stones/Rocks (9200) from Set 9 (CJC-2021-222),1,0.21,False,2021-09-01 18:51:13.342000+00:00,2021-09-01 18:51:13.342000+00:00,343
CJC-2021-222,9,9300,356,Seaweed/Algae/Kelp unidentified (9300) from Set 9 (CJC-2021-222),1,0.016,False,2021-09-01 19:06:02.758000+00:00,2021-09-01 19:06:02.758000+00:00,354
CJC-2021-222,11,10,364,Atlantic cod (10) from Set 11 (CJC-2021-222),1,1.85,True,2021-09-02 03:27:22.490000+00:00,2021-09-02 03:27:22.490000+00:00,360
CJC-2021-222,11,10,366,Atlantic cod (10) from Set 11 (CJC-2021-222),1,0.454,True,2021-09-02 03:37:05.120000+00:00,2021-09-02 03:37:05.120000+00:00,360
CJC-2021-222,11,40,363,American plaice (40) from Set 11 (CJC-2021-222),1,3.8,True,2021-09-02 03:26:37.066000+00:00,2021-09-02 03:29:09.903000+00:00,359
CJC-2021-222,11,70,370,Atlantic mackerel (70) from Set 11 (CJC-2021-222),1,0.0125,True,2021-09-02 03:38:50.800000+00:00,2021-09-02 03:38:50.800000+00:00,365
CJC-2021-222,11,301,376,Shorthorn sculpin (301) from Set 11 (CJC-2021-222),1,0.4755,True,2021-09-02 03:52:53.738000+00:00,2021-09-02 03:52:53.738000+00:00,369
CJC-2021-222,11,302,375,Arctic staghorn sculpin (302) from Set 11 (CJC-2021-222),1,0.4795,True,2021-09-02 03:52:17.866000+00:00,2021-09-02 03:52:39.727000+00:00,368
CJC-2021-222,11,304,372,Moustache sculpin (304) from Set 11 (CJC-2021-222),1,0.9615,True,2021-09-02 03:48:10.161000+00:00,2021-09-02 03:48:10.161000+00:00,367
CJC-2021-222,11,304,387,Moustache sculpin (304) from Set 11 (CJC-2021-222),1,0.006,True,2021-09-02 04:13:08.046000+00:00,2021-09-02 04:13:08.046000+00:00,367
CJC-2021-222,11,320,365,Sea raven (320) from Set 11 (CJC-2021-222),1,0.6345,True,2021-09-02 03:35:32.366000+00:00,2021-09-02 03:35:32.367000+00:00,361
CJC-2021-222,11,340,367,Alligatorfish (340) from Set 11 (CJC-2021-222),1,0.071,True,2021-09-02 03:37:30.798000+00:00,2021-09-02 03:37:30.798000+00:00,362
CJC-2021-222,11,340,373,Alligatorfish (340) from Set 11 (CJC-2021-222),1,0.0065,True,2021-09-02 03:50:56.754000+00:00,2021-09-02 03:50:56.754000+00:00,362
CJC-2021-222,11,340,385,Alligatorfish (340) from Set 11 (CJC-2021-222),1,0.001,True,2021-09-02 04:08:56.346000+00:00,2021-09-02 04:08:56.346000+00:00,362
CJC-2021-222,11,341,386,Arctic alligatorfish (341) from Set 11 (CJC-2021-222),1,0.0005,True,2021-09-02 04:12:50.510000+00:00,2021-09-02 04:12:50.510000+00:00,379
CJC-2021-222,11,502,368,Atlantic spiny lumpsucker (502) from Set 11 (CJC-2021-222),1,0.1015,True,2021-09-02 03:38:23.698000+00:00,2021-09-02 03:38:23.698000+00:00,363
CJC-2021-222,11,502,374,Atlantic spiny lumpsucker (502) from Set 11 (CJC-2021-222),1,0.0095,True,2021-09-02 03:51:07.463000+00:00,2021-09-02 03:51:07.463000+00:00,363
CJC-2021-222,11,502,384,Atlantic spiny lumpsucker (502) from Set 11 (CJC-2021-222),1,0.0035,True,2021-09-02 04:08:33.397000+00:00,2021-09-02 04:08:33.397000+00:00,363
CJC-2021-222,11,610,371,Northern sand lance (610) from Set 11 (CJC-2021-222),1,0.0015,True,2021-09-02 03:39:07.414000+00:00,2021-09-02 03:39:07.414000+00:00,366
CJC-2021-222,11,626,369,Fourline snakeblenny (626) from Set 11 (CJC-2021-222),1,0.176,True,2021-09-02 03:38:38.279000+00:00,2021-09-02 03:38:38.279000+00:00,364
CJC-2021-222,11,1510,382,Eggs - Whelk (1510) from Set 11 (CJC-2021-222),1,0.0025,False,2021-09-02 04:05:10.406000+00:00,2021-09-02 04:05:10.406000+00:00,376
CJC-2021-222,11,1823,407,Sea potato (1823) from Set 11 (CJC-2021-222),1,6.01,False,2021-09-02 04:29:57.074000+00:00,2021-09-02 04:29:57.074000+00:00,400
CJC-2021-222,11,1900,383,Bryozoan unidentified (1900) from Set 11 (CJC-2021-222),1,0.0045,False,2021-09-02 04:07:52.491000+00:00,2021-09-02 04:07:52.491000+00:00,378
CJC-2021-222,11,1930,400,Lampshell unidentified (1930) from Set 11 (CJC-2021-222),1,0.001,False,2021-09-02 04:25:21.784000+00:00,2021-09-02 04:25:21.784000+00:00,393
CJC-2021-222,11,2100,378,Decapod unidentified (2100) from Set 11 (CJC-2021-222),1,0.4195,False,2021-09-02 04:00:20.397000+00:00,2021-09-02 04:00:20.397000+00:00,372
CJC-2021-222,11,2521,377,Arctic Lyre Crab/Lesser toad crab (2521) from Set 11 (CJC-2021-222),1,0.4315,True,2021-09-02 03:59:53.996000+00:00,2021-09-02 03:59:53.996000+00:00,371
